Text,labels,Tokens_used
"milnightmare_bts_army happy,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""happy""]",554
"ferx_ch mayen_m21 rasberry_malta 3,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""love"", ""great"", ""amazing"", ""impressed"", ""thrilled"", ""excited"", ""horrible"", ""bad"", ""disappointed"", ""terrible"", ""worse"", ""hate""]",621
"love fresh hobi looks softlooking hair,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",552
"melanie p wait actually looks good,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",551
"love gift matches car color,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",549
"cars matching,","Brand_labels: [""product quality""]
Emotion_labels: []",544
"brother asking friend,","Brand_labels: [""customer service""]
Emotion_labels: [""neutral""]",548
"show us donuts us guess song,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""love"", ""great"", ""amazing"", ""impressed"", ""thrilled"", ""excited"", ""horrible"", ""bad"", ""disappointed"", ""terrible"", ""worse"", ""hate""]",615
"creative,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",547
"please,","Brand_labels: [""customer service""]
Emotion_labels: []",543
"looks really good tho,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",548
"know balenciaga see,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",549
"loki shirt goes hard,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",549
"got gucci store house,","Brand_labels: [""customer service""]
Emotion_labels: [""love""]",549
"yall werent skipping school scholars afterschool,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",554
"clothes r good tho whatt,","Brand_labels: [""product quality""]
Emotion_labels: []",549
"said jesse smiled probably smiled first pretty looks caused smile,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",555
"second grab asserting dominanceugh billie losing friendships narcissistic ex im biased girl dont,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""disappointed""]",563
"well billies life chooses wan na date,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",554
"honestly idk ppl r hating shes 20 yrs old women knows take care self ppl say r fans know,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""hate""]",571
"song choice,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""excited""]",549
"shouldnt matter others think shes happy shouldnt matter,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",557
"pointed toe converse would anyone everrr,","Brand_labels: [""product quality""]
Emotion_labels: []",550
"gabrielle union looks incredible omg agree bag ugh,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",557
"yall get help bad bunny looked amazing shoes dont match,","Brand_labels: [""product quality""]
Emotion_labels: [""amazing""]",556
"definitely nightmares pointed converse,","Brand_labels: [""customer service""]
Emotion_labels: [""horrible""]",550
"know say hot mess bae,","Brand_labels: [""product quality"", ""customer service""]
Emotion_labels: [""horrible""]",555
"100 agreed ur always point,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",551
"fact enjoyed bad bunny hot,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""bad""]",551
"chance code white top hm,","Brand_labels: [""product quality""]
Emotion_labels: []",548
"code first hm sweater xxx,","Brand_labels: [""product quality""]
Emotion_labels: []",547
"thank service,","Brand_labels: [""customer service""]
Emotion_labels: []",544
"second pants first pic,","Brand_labels: [""product quality""]
Emotion_labels: []",546
"whats code 1st pic trousers xx,","Brand_labels: [""customer service""]
Emotion_labels: []",551
"style called,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",546
"im usually size 8 way small bought 8 10 sent back couldnt buttons also supposed zip closure,","Brand_labels: [""product quality"", ""customer service""]
Emotion_labels: [""disappointed""]",570
"one beat chefs kiss,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",548
"tshirt,","Brand_labels: [""product quality""]
Emotion_labels: []",544
"whats ref,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",547
"facts,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",545
"looking forward unboxing,","Brand_labels: [""customer service""]
Emotion_labels: [""excited""]",549
"need see bottega purchase,","Brand_labels: [""customer service""]
Emotion_labels: []",547
"omgggg show us bottega purchase,","Brand_labels: [""product quality""]
Emotion_labels: [""excited""]",553
"love see need see whats bottega bag,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",552
"closer look dior sandals,","Brand_labels: [""product quality""]
Emotion_labels: []",548
"work im curious,","Brand_labels: [""customer service""]
Emotion_labels: []",545
"u remember much missoni swimsuits x,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",553
"pic editorial literally casa magazine yesterday like looks fkn good,","Brand_labels: [""product quality""]
Emotion_labels: [""good""]",555
"whewww,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""disappointed""]",570
"comp card cleannnn,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",549
"fire,","Brand_labels: [""product quality""]
Emotion_labels: [""excited""]",546
"bottega shot omg photographer,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""excited""]",553
"betrayal desmond felt employee encouraged,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",553
"employee needs raise,","Brand_labels: [""customer service""]
Emotion_labels: []",545
"lmao awww employees helping act hilarious,","Brand_labels: [""customer service""]
Emotion_labels: []",551
"moment tapped shoes already knows whats coming next,","Brand_labels: [""product quality""]
Emotion_labels: [""excited""]",553
"want file incident report,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",549
"anxiety man got roof,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""horrible""]",572
"thats customer service,","Brand_labels: [""customer service""]
Emotion_labels: []",546
"theyre gon na loro piana row like year half thinks,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",556
"bought first leowe bag last week color blocked puzzle bag love much,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",558
"bought mini jodi bottega veneta honestly quality good ill buying bags,","Brand_labels: [""product quality"", ""customer service""]
Emotion_labels: [""good""]",563
"feel like polene also got first one couple weeks ago,","Brand_labels: [""product quality""]
Emotion_labels: []",553
"really love row bags bags style eye,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",551
"think bigger bags coming back,","Brand_labels: [""product quality""]
Emotion_labels: []",547
"ugh love row bags remind sturdy bags mom carried 90s still today,","Brand_labels: [""product quality"", ""reputation & heritage""]
Emotion_labels: [""love""]",564
"trying everything real,","Brand_labels: [""product quality""]
Emotion_labels: []",545
"dont throw away,","Brand_labels: [""sustainability""]
Emotion_labels: []",545
"got cured high blood pressure thanks dr_enosetale,","Brand_labels: [""customer service""]
Emotion_labels: [""love""]",555
"love ced literally come heat every time,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",552
"cant wait summer fits,","Brand_labels: [""product quality""]
Emotion_labels: [""excited""]",549
"everything hobi love sunshine,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",551
"omg ayayaya hobi handsome hes perfect lv congratulations,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love"", ""excited""]",562
"please come bangladesh love muchmy family want meet pay visit houseplease,","Brand_labels: [""customer service""]
Emotion_labels: [""love""]",558
"shes best,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",549
"love im interested models something looks like amazing fun person around,","Brand_labels: [""product quality""]
Emotion_labels: [""love"", ""amazing""]",559
"well shes certainly adorable,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",551
"need see pictures,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",548
"idea love whole heart,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",550
"name please,","Brand_labels: [""customer service""]
Emotion_labels: [""neutral""]",546
"love herr,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",548
"think look vs actually look,","Brand_labels: [""product quality""]
Emotion_labels: []",547
"yall never seen spent full day watching ppl,","Brand_labels: [""customer service""]
Emotion_labels: [""neutral""]",553
"tag next vid boys impossible,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""excited""]",552
"straightupfactsv3 omg,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""excited""]",574
"english good,","Brand_labels: [""customer service""]
Emotion_labels: [""love""]",546
"swear jennies accent addicting hear,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",555
"hey thats 3,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""love"", ""great"", ""amazing"", ""impressed"", ""thrilled"", ""excited"", ""horrible"", ""bad"", ""disappointed"", ""terrible"", ""worse"", ""hate""]",612
"wheres new zealand accent,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",551
"jennies voice speaking english attractive looks beautiful,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",555
"accent better though shes korean,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",551
"love new zealand accent omgg,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",553
"evrybody hating shes slaying fit,","Brand_labels: [""product quality""]
Emotion_labels: [""hate""]",555
"feels like putting effort outfit something embarrassed cuz everyone athleisure love seeing curated fits,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",561
"im showing skin anywhere get self conscious,","Brand_labels: [""product quality""]
Emotion_labels: [""disappointed""]",552
"ate wear outfit,","Brand_labels: [""product quality""]
Emotion_labels: []",545
"real feel uncomfortable like anxietyyyyy,","Brand_labels: [""customer service""]
Emotion_labels: [""bad""]",550
"fix whole closet dressy clothes never wear im self conscious nervous,","Brand_labels: [""product quality""]
Emotion_labels: [""nervous""]",558
"today learned word athleisure,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",550
"good day proud dominican,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",551
"jhope perfect beautifull love,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",551
"hes latino sure,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",547
"bought louis vuitton us,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service""]
Emotion_labels: []",559
"green money louis vuitton lot money summary need green,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",555
"absolutely love bills gloves,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",549
"lets appreciate went louis vuitton bought something video content everyone,","Brand_labels: [""customer service"", ""reputation & heritage""]
Emotion_labels: [""appreciate""]",564
"im convinced green useless,","Brand_labels: [""sustainability""]
Emotion_labels: [""disappointed""]",549
